Build	YYYYMMDD	Module	Version	Who	Changes
262	20161008	fmCheckMate	0.9v85	MrW	Drastically pimped the text result view, added Find + Replace functionality PLUS it remembers its maximised state, so you can have a minimised XML Editor, but a maximised Text Result view :-)
261	20161005	fmWorkMate	0.9v51	MrW	Reordered the text tools in the fmWorkMate toolbox, so that the shortcut key is more memorable (fmTextDiff is now on command 7 (the divide key on a uk keyboard) and fmTextMultiplier is now on command 8 (the multiply key on a german keyboard) ... so, something for everyone. :-) Plus added super new 'repeat' commands to fmTextMultiplier and fmTextConverter, so that from fmWorkMate you can now repeat the last multiplication on the current FM clipboard object by pressing command 8 twice or repeat the last conversion by pressing command 9 twice. - nice! - :D
260	20161005	fmTextMultiplier	0.9v11	MrW	Added a convert and multiply and convert command to the app menu
259	20161005	fmTextConverter	0.9v14	MrW	Paste + convert -> FM
258	20161003	fmCheckMate	0.9v84	MrW	fmCheckMate can now automatically download and install the fmCheckMate XSLT library, if you do not have it
257	20161003	fmCheckMate	0.9v83	MrW	Improved the usability of fmCheckMate by adding the option to automatically bring FileMaker into focus after converting XML back to the FileMaker clipboard (sorry win-guys, currently a mac-only feature)
256	20161002	fmLogAnalyser	0.9v20	MrW	Drag + drop a file
255	20161001	fmTextDiff	0.9v6	MrW	Added ability to drag and drop files to the app - makes it super-easy to use!
254	20160930	fmCheckMate	0.9v82	MrW	Built in support for ~ in paths to refer to the users home directory
253	20160929	fmCheckMate	0.9v81	MrW	You can now drop XML, XSLT and Text files onto fmCheckMate for instant results
252	20160926	fmTextDiff	0.9v5	MrW	Greatly simplified! Now you can diff text directly, the diff occurs automatically after inserting the second file/text. Plus the layout has been cleaned up and neatly split into two equal and expandable halves
251	20160924	fmWorkMate	0.9v50	MrW	Added the 'Clipboard Tools' category
250	20160924	fmWorkMate	0.9v49	MrW	Indicated to pot. Beta testers, where the Contact button is
249	20160923	fmWorkMate	0.9v48	MrW	Super new button bar with app-icons
248	20160617	fmClipboardViewer	0.9v3	MrW	Show empty clipboard as empty record
247	20160615	fmTextDiff	0.9v4	MrW	Added centralized ServiceURL
246	20160602	fmWorkMate	0.9v47	MrW	New nav buttons
245	20160602	fmLogAnalyser	0.9v19	MrW	New nav buttons
244	20160512	fmLogAnalyser	0.9v18	MrW	New Strapline - PROVE you’ve got it right!
243	20160414	fmCheckMate	0.9v80	MrW	Fixed bug in XML conversion - now correctly supports multiplying layout objects
242	20160202	fmTextDiff	0.9v3	MrW	Now uses a secure connection (https)
241	20160130	fmWorkMate	0.9v46	MrW	New logo
240	20160130	fmModifierKeys	0.3v0	MrW	About Function
239	20160125	fmCheckMate	0.9v79	MrW	Fixed line numbers I/O function and avoided RightValues function which appears to be incredibly slow.
238	20160114	fmCheckMate	0.9v78	MrW	Added support for DDR FMXMLREPORT XML: the xml processing instruction is automatically removed
237	20151222	fmCheckMate	0.9v77	MrW	Added CR and LF symbols + functions to the text result view
236	20151222	fmCheckMate	0.9v76	MrW	Finally removed the old replace field in favour of the repeating search field
235	20151221	fmTextDiff	0.9v2	MrW	fmTextDiff now reuses records if the paths are the same
234	20151218	fmWorkMate	0.9v45	MrW	Integrated fantastic new fmTextDiff tool, improved the shortcut keys and pimped up the credits
233	20151218	fmTextDiff	0.9v1	MrW	Diff files and options can now be stored in fmTextDiff for quick and easy diffing! (Cracked the CURL command at last!)
232	20151218	fmCheckMate	0.9v75	MrW	Integrated the new fmTextDiff DIRECT diff functions - fantastic!
231	20151211	fmWorkMate	0.9v44	MrW	Upgraded to newest plugins + Public interface so tools can open other tools
230	20151211	fmCheckMate	0.9v74	MrW	Added Text [M] and [Var] functions and new Advanced menus, and integrated fmTextDiff functions into the advanced menus
229	20151210	fmCheckMate	0.9v73	MrW	Added XML [M]emory and [Var]iable short term storage functions along with new Advanced popup context menus (similar to calculators)
228	20151209	fmTextMultiplier	0.9v10	MrW	Added support for multiplying layout objects (</Lay…><Lay...> wird entfernt)
227	20151209	fmCheckMate	0.9v72	MrW	Added support for multiplying layout objects (</Lay…><Lay...> wird entfernt)
226	20151113	fmPluginMate	0.9v12	MrW	Corrected the folder paths for new fm14 version number with dot instead of v
225	20151113	fmCheckMate	0.9v71	MrW	Added support for fm14 Themes as XMTH (themes from fm13 and earlier are given the type XMT1)
224	20151006	fmCheckMate	0.9v70	MrW	Loads of improvements inc. streamlined GUI and imporoved Text Result + HTML Viewer
223	20150919	fmCheckMate	0.9v69	MrW	Completely recreated in fm14
222	20150912	fmWorkMate	0.9v43	MrW	fmWorkMate and all tools upgraded to fm14 platform
221	20150912	fmPluginMate	0.9v11	MrW	Upgraded to fm14 platform
220	20150912	fmModifierKeys	0.2v0	MrW	Upgraded to fm14 platform
219	20150912	fmDBAnalyser	0.9v13	MrW	Upgraded to fm14 platform
218	20150912	fmCheckMate	0.9v68	MrW	First success implementing a fantastic new analysis view, where the results are imported into a FileMaker table - THIS WILL CHANGE EVERYTHING
217	20150912	fmCheckMate	0.9v67	MrW	Upgraded to fm14 platform
216	20150514	fmCheckMate	0.9v66	MrW	Improved the shortcut key help screen
215	20150513	fmCheckMate	0.9v65	MrW	Added a function to show the last XSLT (⌘T from the text result window or XSLT chooser)
214	20150508	fmCheckMate	0.9v64	MrW	Added some new fresh XSLT icons, to better communicate the purpose of the XSLT
213	20150507	fmCheckMate	0.9v63	MrW	Added Viewer + Subviewer logic, so that Text.SVG output can be displayed directly in the HTML viewer
212	20150429	fmCheckMate	0.9v62	MrW	Improved Text Result window: - Added new HTML view (to view HTML + SVG results) - HTML view automatically displays tabbed results as a table (hold [SHIFT] to disable) - The 3 Tab views (with normal/big/huge tabs) are now 'sticky'
211	20150429	fmCheckMate	0.9v61	MrW	Added support for XSLT document() references on Mac
210	20150427	fmCheckMate	0.9v60	MrW	Improved recognition of fm12 layout objects (now uses the <Styles> tag instead of the <FullCSS> tag, which in some cases may not be present)
209	20150414	fmWorkMate	0.9v42	MrW	Added new tool: fmModifierKeys
208	20150204	fmTextConverter	0.9v13	MrW	Navigation and layouts improved
207	20150204	fmTextConverter	0.9v12	MrW	Search terms are now highlighted in the text
206	20150204	fmTextConverter	0.9v11	MrW	The user can now choose the import/export file(s). Alternatively by pressing [ALT] or [SHIFT] he can save the conversons to the desktop
205	20150203	fmCheckMate	0.9v59	MrW	Improved the XSLT import inc. feeedback and progress bar
204	20141114	fmCheckMate	0.9v58	MrW	Added External XML Menu with functions to Open/Save/Load to fmxmlsnippet[1/2].xml
203	20141114	fmCheckMate	0.9v57	MrW	⇧⌘F now jumps to the replace field
202	20141029	fmTextConverter	0.9v10	MrW	Improved editing of the Search and Replace values, including: a wider editing layout, the delimiter {{RETURN}} is now split correctly, a new function to merge the split values back together again!
201	20141009	fmTextMultiplier	0.9v9	MrW	Added Export/Import as in fmTextConverter
200	20141002	fmLogAnalyser	0.9v17	MrW	Pesky german removed ;-)
199	20140716	fmSimpleCalculator	1.0v0	MrW	Jump starter file for the simple calculator in fmWorkMate
198	20140716	fmCheckMate	0.9v56	MrW	New funky action-icons in the XSLT Chooser including help + filter functions
197	20140625	fmCheckMate	0.9v55	MrW	XSLT Chooser i-button now displays a details view showing information about the XSLT, and the XSLT Chooser window maximize/minimize function has been optimized
196	20140613	fmCheckMate	0.9v54	MrW	Improved XML indenting & highlighting of themes, etc.
195	20140610	fmCheckMate	0.9v53	MrW	XSLT Chooser further simplified and more comprehensible: FM object types are referred to by name (Scripts) instead of class (XMSC) Entries have been categorized into 3 types of XSLT action: Anlayse/Change/Transform, where: - Analyse = produces text output - Change = produces same FM-object type, but changes the content, and - Transform = changes the type of FM-object (e.g. transforms fields to FMXMLRESULT file) A view button has been added to provide access to the old view with the object classes
194	20140609	fmCheckMate	0.9v52	MrW	XSLT Chooser improved - added XSLT-Library and a show all button, which toggles between all XSLTs and suggested XSLTs
193	20140603	fmWorkMate	0.9v41	MrW	Implemented (online) help function
192	20140603	fmClipboardViewer	0.9v2	MrW	GUI overhauled and CorePasteboardFlavorType translated into readable "Mac-ABCD" names
191	20140602	fmWorkMate	0.9v40	MrW	New (q:)oute function in the simple calculator
190	20140602	fmTextSeries	0.9v9	MrW	Help
189	20140602	fmTextMultiplier	0.9v8	MrW	Help
188	20140602	fmTextDiff	0.1v5	MrW	Help
187	20140602	fmTextConverter	0.9v9	MrW	Help
186	20140602	fmTextConverter	0.9v8	MrW	Swap Search and Replace button
185	20140602	fmPluginMate	0.9v10	MrW	Help
184	20140602	fmPasteMate	0.9v10	MrW	Help
183	20140602	fmLogAnalyser	0.9v16	MrW	Help
182	20140602	fmDBAnalyser	0.9v12	MrW	Help
181	20140602	fmClipboardViewer	0.9v1	MrW	Help
180	20140602	fmCheckMate	0.9v52	MrW	Open Central Help Page
179	20140527	fmWorkMate	0.9v39	MrW	Added fmTextDiff
178	20140527	fmWorkMate	0.9v38	MrW	Added fmClipboardViewer
177	20140527	fmTextDiff	0.1v4	MrW	Bin improved to delete all in list view
176	20140527	fmPluginMate	0.9v9	MrW	Better display of the plugin data, clearer menus and keys
175	20140527	fmClipboardViewer	0.9	MrW	Hello Clipboard!
174	20140527	fmCheckMate	0.9v51	MrW	Added support for FileMaker Themes 'Mac-XMTH'
173	20140424	fmWorkMate	0.9v37	MrW	Added CF _ListMultibyteUTFChars to simple calculator functions and fixed bug where text was not being properly escaped
172	20140409	fmWorkMate	0.9v36	MrW	Added some custom functions for converting strings to UTF8
171	20140331	fmWorkMate	0.9v35	MrW	Search and replace with Regular Expressions in fmCheckMate and fmTextConverter
170	20140331	fmTextConverter	0.9v7	MrW	Regular Expressions :-)
169	20140331	fmCheckMate	0.9v50	MrW	Regular Expressions :-) Hooray!
168	20140122	fmCheckMate	0.9v49	MrW	XSLT Chooser works on Windows
167	20140113	fmCheckMate	0.9v48	MrW	XSLT results are placed back on the clipboard, if they are XML (STILL TO DO: only valid fmxmlsnippets + correct clipboard-content status)
166	20140109	fmLogAnalyser	0.9v15	MrW	New Strapline - Never miss another bug!
165	20140108	fmWorkMate	0.9v34	MrW	Added fmWorkMate-Acknowledgements.txt to the build folder
164	20140108	fmDBAnalyser	0.9v11	MrW	Database list now also sorted
163	20140106	fmTextDiff	0.1v3	MrW	Relative path to fmTextDiff.html
162	20140103	fmWorkMate	0.9v33	MrW	The fmWorkMate FileMaker app setting is now used to open external modules
161	20131222	fmPluginMate	0.9v8	MrW	Better background image
160	20131220	fmWorkMate	0.9v32	MrW	fmPluginMate promoted to the home page and attributed the Shortcut key Command+P
159	20131220	fmPluginMate	0.9v7	MrW	Rebuilt in FileMaker11
158	20131219	fmPluginMate	0.9v6	MrW	Now runs on Windows and added modifier keys to the open extensions folder function: ALT+Click opens the users settings folder, where all of the FileMaker Extensions folders can be seen; and SHIFT+Click opens the Programm Extensions folder.
157	20131218	fmPluginMate	0.9v5	MrW	Added plugin count, open extensions folder without using a plugin, plus found workaround for an FM-Script-Trigger-Bug
156	20131217	fmWorkMate	0.9v31	MrW	Integrated new fmPluginMate tool (for now on the Plugins page)
155	20131217	fmPluginMate	0.9v4	MrW	New button to open the current (MBS) extensions folder plus Home function standardized
154	20131212	fmPluginMate	0.9v3	MrW	With arrows to emphasise drag-drop usage; added smily to strapline and integrated in start-text; standardized the version number
153	20131128	fmWorkMate	0.9v30	MrW	Support for shortcuts ⌥⌘C and ⌥⌘V directly in FileMaker! (That is: Added Interface to fmCheckMate, wrote Applescripts, and bound them using Spark for Mac)
152	20131120	fmWorkMate	0.9v29	MrW	Quick links to the Plugin websites added to the Settings page.
151	20131120	fmPluginMate	0.9v2	MrW	With strapline "Installation is just a drag!" and menus
150	20131118	fmTextSeries	0.9v8	MrW	Even tighter Integration with fmCheckMate: Command+Ctrl+V paste the FileMaker Clipboard as text
149	20131118	fmTextMultiplier	0.9v7	MrW	Even tighter Integration with fmCheckMate: Command+Ctrl+V paste the FileMaker Clipboard as text
148	20131118	fmTextConverter	0.9v6	MrW	Even tighter Integration with fmCheckMate: Command+Ctrl+V paste the FileMaker Clipboard as text
147	20131116	fmCheckMate	0.9v47	MrW	Easier XSLT Chooser: Clearer indication of the last XSLT used and now sorted by name
146	20131113	fmCheckMate	0.9v46	MrW	New XML Editor > Settings menu - with √-flags and memorable shortcut keys for really easy setup! Find Element/Object function renamed and changed to shortcut key Command-Option-E instead of O. Shortcut-Keys help page corrected.
145	20131112	fmTextConverter	0.9v5	MrW	When the Conversion Chooser is opened select last conversion, plus import/export format changed to xml
144	20131112	fmCheckMate	0.9v45	MrW	When the XSLT Chooser is opened select last XSLT conversion
143	20131105	fmTextDiff	0.1v2	MrW	New Logo - and look to match
142	20131101	fmTextDiff	0.1v1	MrW	text-Diffing function based on the Webservice http://tools.ietf.org/rfcdiff
141	20131031	fmPluginMate	0.9v1	MrW	The niftiest little app was born
140	20131030	fmCheckMate	0.9v44	MrW	XMLT Chooser improvements: Keyboard shortcuts added for the first 5 transformations in the list ; Usage statistics are now stored in user preferences and survive an update of fmCheckMate :-) Note: Hold SHIFT+ALT and click reimport to reset your usage statistics
139	20131029	fmCheckMate	0.9v43	MrW	Add line numbers to the XML or text result
138	20131025	fmDBAnalyser	0.9v10	MrW	Standard window menu added to make switching windows easier
137	20131024	fmCheckMate	0.9v42	MrW	Text results are now saved to the correct standard paths for fmCheckMate files
136	20131022	fmWorkMate	0.9v28	MrW	Generation of Version Changes simplified
135	20131022	fmTextSeries	0.9v7	MrW	Integrated with fmCheckMate more tightly ; hold [ALT] to convert the Text Series directly to FM-Objects with fmCheckMate ; App-Menu and Shortcut key-labels improved ; (and englishized some MORE bits that I missed!)
134	20131018	fmPasteMate	0.9v9	MrW	New Strapline "Makes pasting a snippet a snip" :-)
133	20131018	fmPasteMate	0.9v8	MrW	You can now give your clips a title
132	20131018	fmPasteMate	0.9v7	MrW	Improved integration with fmCheckMate (no login window)
131	20131018	fmPasteMate	0.9v6	MrW	Shortcut keys standardized (⌘1 = Home) and improved
130	20131017	fmWorkMate	0.9v27	MrW	Simple calculator improved a little more: - Funtions added for binary and octal numbers - Automatic recognition and expansion of common hex, binary and octal literals and RGB/RGBA values - Added 'x' command to exit and changed copy command to 'c'. PLUS About… page improved with a [more…] button which transitions to the versions information
129	20131017	fmPasteMate	0.9v5	MrW	Hide fmPasteMate window when getting version number
128	20131017	fmLogAnalyser	0.9v14	MrW	Improved splash screen animation (only with CAPS LOCK on)
127	20131015	fmLogAnalyser	0.9v13	MrW	Added missing Insert menu
126	20131008	fmCheckMate	0.9v41	MrW	Fixed the Find button to use ALT to swap the search + replace terms
125	20131007	fmLogAnalyser	0.9v12	MrW	Reload log file automatically opens the log file chooser, if no log is yet open
124	20130925	fmWorkMate	0.9v26	MrW	Simple calculator improved: now shows the last 10 rows of the results and can be operated 100% via the keyboard
123	20130925	fmCheckMate	0.9v40	MrW	File save now defaults to UTF-8, Text Result Editor menus improved with keyboard shortcuts for saving XSLT Chooser menus improved with keyboard shortcuts for record navigation
122	20130924	fmWorkMate	0.9v25	MrW	Handle errors when BaseElements is missing
121	20130923	fmWorkMate	0.9v24	MrW	All About *… menus and layouts and Continue… menu items (using Command+1) corrected throughout the toolbox
120	20130920	fmWorkMate	0.9v23	MrW	Further new straplines for fmCheckmate & fmLogAnalyser; Various GUI tweaks (Windows) throughout the tools; Admin menu tidied up and Halt Script implemented.
119	20130920	fmCheckMate	0.9v39	MrW	GUI efficiency improved some more: more memorable order and shortcut key on the fmCheckMate menu; Now Command+F as well as Command+Shift+F jumps to the XML search field
118	20130919	fmWorkMate	0.9v22	MrW	New fmTextConverter strapline "There's no better substitute"
117	20130919	fmTextConverter	0.9v4	MrW	Options Autosplit & Autotrim
116	20130919	fmDBAnalyser	0.9v9	MrW	Automatic refresh, when key values are entered (Tablename, etc.)
115	20130912	fmTextConverter	0.9v3	MrW	SearchValues sortable by length, plus improved list view with space for title & documentation
114	20130912	fmCheckMate	0.9v38	MrW	GUI efficiency improved: XSLT Chooser improved so that it correctly shows all relevant Stylesheets; Menus and shortcut keys added to the XSLT Chooser and the Text-Result windows
113	20130809	fmWorkMate	0.9v21	MrW	Replaced the unused message center stuff with Home.Browser (smaller download)
112	20130808	fmWorkMate	0.9v20	MrW	Fixed Bug in App Menu; simplified & improved the optic of the Startpage Browsery slider and frame
111	20130706	fmWorkMate	0.9v19	MrW	Simple Calulator improved, functions are now editable on the preferences page, added _HexRGB and _HexRGBA functions; Help & preferences changed from mrwatson.de to fmworkmate.com; Homepage and webviewer tweaked.
110	20130704	fmCheckMate	0.9v37	MrW	Bug removed: fmCheckMate now converts copied single fmp12 layout texts correctly (any FileMaker clipboard object which also has a text representation on the clipboard was not correctly converted)
109	20130628	fmCheckMate	0.9v36	MrW	Lots of small improvements: New command "Repeat XSLT and Convert to FM-Objects" (with key SHIFT+ALT+CMD+T) New column to indicate if an XSLT transforms the type or not (true = ">", false = "=" ) Improved the Text viewer: - New Save button (for now only UTF-16 :-( ) - Improved Copy button to not stay in the field, so that you can press immediately return to return ;-) - Bug removed: removed XML-Editor commands from the Edit menu when script is paused.
108	20130627	fmCheckMate	0.9v35	MrW	XSLT Chooser, now with (semi-permanent) usage stats and sorted by popularity (not to mention the new branded back button ;-)
107	20130618	fmCheckMate	0.9v34	MrW	Text viewer & menus improved, standard zoom in/out quick keys
106	20130617	fmCheckMate	0.9v33	MrW	Added a built-in XSLT selection with clever choice of XSLT (sync with Documents/fmCheckMate needs improving), added XML Class recognition, promoted the [T]ransformation button to the start of the layout/menu, plus added Huge tabs to the text result viewer
105	20130606	fmWorkMate	0.9v18	MrW	Startpage with Browser to fmworkmate.com instead of Message Center
104	20130603	fmCheckMate	0.9v32	MrW	Improved the text result viewer by adding "Tabbed", "Big Tabs", "Invisibles" and a (*really neat*) "Stats" tab panel
103	20130523	fmCheckMate	0.9v31	MrW	Turned spelling's 'red wiggly underlines' off
102	20130507	fmCheckMate	0.9v30	MrW	Text Result view improved with "No wrap" option, plus Show Last Text Result menu, plus Records menu removed to free up COMMAND-T for Transform
101	20130430	fmCheckMate	0.9v29	MrW	New [T]ransform Button for XSLT Transformations, supporting XML and TEXT results - OMG! Cool!
100	20130326	fmPasteMate	0.9v4	MrW	fmCheckMate (partly) integrated
99	20130315	fmPasteMate	0.9v3	MrW	View script optimised
98	20130304	fmWorkMate	0.9v17	MrW	With fmPasteMate
97	20130304	fmTextSeries	0.9v6	MrW	Englishized again (missed a bit)!
96	20130304	fmPasteMate	0.9v2	MrW	Perfected
95	20130301	fmPasteMate	0.9v1	MrW	Created
94	20130228	fmWorkMate	0.9v16	MrW	Extensive improvements throughout the package, inc.: - Standardised Menus and Keys across tool (notably Cmd+I) - Standardised List layouts for fmTextMultiplier and fmTextConverter - Scripts organised internally - Standardised "Home" Layout - Improved Home Navigation
93	20130226	fmWorkMate	0.9v15	MrW	Extended Simple Calculator: Added 'p' function to 'print' the roll to the clipboard; added Plugin check and info on the (i) layout
92	20130226	fmLogAnalyser	0.9v11	MrW	Server log is now default
91	20130223	fmCheckMate	0.9v28	MrW	Integrated User Preferences
90	20130222	fmCheckMate	0.9v27	MrW	Fixed conversion of text on Win and Mac (at last!) ; Added Settings Wizard, and auto load function, improved App-Menu
89	20130213	fmTextSeries	0.9v5	MrW	Englishized!
88	20130213	fmLogAnalyser	0.9v10	MrW	User interface, menus and keys streamlined
87	20130213	fmDBAnalyser	0.9v8	MrW	Improved menus (fmImportMate relegated to submenu)
86	20130207	fmWorkMate	0.9v14	MrW	Store and retrieve version information of FM Files for runtime version; toggle MBS Plugin on/off in runtime
85	20130207	fmLogAnalyser	0.9v9	MrW	Bug in Settings Script corrected
84	20130207	fmCheckMate	0.9v26	MrW	fmp12 AND Windows friendly: - Automatically identifies and converts fmp12 Layout Objects (in XML2) - converts clipboard correctly on windows
83	20130125	fmCheckMate	0.9v25	MrW	Clipboard conversion recorrected on Mac
82	20121207	fmLogAnalyser	0.9v8	MrW	English
81	20121206	fmCheckMate	0.9v24	MrW	Copy tidied XML to clipboard
80	20121113	fmWorkMate	0.9v13	MrW	With Message Center (still in devel) and clickable URLs
79	20121029	fmDBAnalyser	0.9v7	MrW	With fmImportMate
78	20121025	fmWorkMate	0.9v12	MrW	With fmSyntaxColorizer
77	20121023	fmCheckMate	0.9v23	MrW	Automatically add & remove fmxmlsnippet tags as necessary when converting clipboard and readable status under Windows
76	20121015	fmWorkMate	0.9v11	MrW	Filenames changed: FM-DevBox -> fmWorkMate and FM* to fm*
75	20121015	fmTextSeries	0.9v4	MrW	Filename changed to fmTextSeries
74	20121015	fmTextMultiplier	0.9v6	MrW	Filename changed to fmTextMultiplier
73	20121015	fmTextConverter	0.9v2	MrW	Filename changed to fmTextConverter
72	20121015	fmLogAnalyser	0.9v7	MrW	Filename changed to fmLogAnalyser
71	20121015	fmDBAnalyser	0.9v6	MrW	Filename changed to fmDBAnalyser and Related TO Names added
70	20121015	fmCheckMate	0.9v22	MrW	Filename changed to fmCheckMate
69	20120913	fmCheckMate	0.9v21	MrW	Added AutoSaveAndOpen and AutoConvertAfterLoad and new Keys tab panel to explain how it works.
68	20120904	fmCheckMate	0.9v20	MrW	(⌘L)oad, (⌘S)ave and (⌘O)pen in external editor commands
67	20120817	fmWorkMate	0.9v10	MrW	Simple calculator extended with f: to insert a function and _SP corrected
66	20120816	fmWorkMate	0.9v9	MrW	FMTextSeries promoted to first text tool and bug removed from simple calculator
65	20120806	fmCheckMate	0.9v19	MrW	Auto-save settings improved: Turn automatic save on after choosing save folder and Auto-open option removed
64	20120710	fmWorkMate	0.9v8	MrW	Closing a tool window reopens FM-DevBox
63	20120706	fmWorkMate	0.9v7	MrW	Prepare all now closes all tool windows and Open FMDBAnalyser directly if not runtime solution
62	20120706	fmDBAnalyser	0.9v5	MrW	Close File after Prepare All
61	20120706	fmCheckMate	0.9v18	MrW	When swapping search and replace terms, remain in the replace term field - improved window positioning incl. margin - bug removed from CF _AS_Choose_Folder( pPrompt ; pDefaultPath ; pResultField )
60	20120705	fmWorkMate	0.9v6	MrW	FMClipMate renamed to FMCheckMate and (?) Help page added
59	20120705	fmCheckMate	0.9v17	MrW	FMClipMate renamed to FMCheckMate
58	20120705	fmCheckMate	0.9v16	MrW	Action History Export & Import - Shortcut key for "Use Selected Text for Search" (& "…Replace") changed from ⌥⌘H to ⌥⌘I for future compatability with fmp12
57	20120704	fmCheckMate	0.9v15	MrW	Added Action Menu & Action History
56	20120524	fmCheckMate	0.9v14	MrW	New function to compare contents of the clipboard to the XML
55	20120521	fmCheckMate	0.9v13	MrW	Switched to BaseElements plugin
54	20120511	fmLogAnalyser	0.9v6	MrW	State field also shown at the left edge, so that in Windows still visible when script windows are open
53	20120502	fmDBAnalyser	0.9v4	MrW	Extra tab with scripts in creation order
52	20120419	fmDBAnalyser	0.9v3	MrW	Various improvements: - Startup & handling improved, inc.: - automatic choosing of front database, - FMDBAnalyser doesn't show itself in the list of databases any more, - new releases of FMDBAnalyser start cleaner - Fields renamed (to avoid clash with FM function names) and standardised - UI tweaked and changed to English
51	20120329	fmWorkMate	0.9v5	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix. - Defaults table renamed to _G.
50	20120329	fmTextSeries	0.9v3	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix.
49	20120329	fmTextMultiplier	0.9v5	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix.
48	20120329	fmTextConverter	0.9v1	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix.
47	20120329	fmLogAnalyser	0.9v5	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix.
46	20120329	fmDBAnalyser	0.9v2	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix.
45	20120329	fmCheckMate	0.9v12	MrW	Implemented new Standards: - Added copyright line to the documentation script - Version number restyled like FileMaker version numbers: "<Major>.<Minor>v<Build>", e.g. 0.9v12 - Script comment style standardised to #YYYYMMDD MrW <optional Version> Comment - Standardised table names (and PTOs) with underscore prefix.
44	20120327	fmWorkMate	0.9v4	MrW	FMTextConverter instead of FMTextVergleich
43	20120327	fmTextConverter	0.9v0	MrW	Duplicated from FMTextMultiplier
42	20120327	fmDBAnalyser	0.9v1	MrW	With Admin Menu Scripts
41	20120310	fmTextMultiplier	0.9v4	MrW	Remove fmxmlsnippet AND XML PI, if necessary
40	20120210	fmCheckMate	0.9v11	MrW	Tidied up layout
39	20120209	fmWorkMate	0.9v3	MrW	Fensterposition korrigiert
38	20120209	fmTextSeries	0.9v2	MrW	Fensterposition korrigiert
37	20120209	fmTextMultiplier	0.9v3	MrW	Fensterposition korrigiert
36	20120209	fmLogAnalyser	0.9v4	MrW	Fensterposition korrigiert
35	20120209	fmCheckMate	0.9v10	MrW	Save to fmxmlsnippet.xml
34	20120202	fmWorkMate	0.9v2	MrW	Mit ADMIN, USER und RUNTIME Menusets
33	20120202	fmTextSeries	0.9v1	MrW	Mit ADMIN, USER und RUNTIME Menusets
32	20120202	fmTextMultiplier	0.9v2	MrW	Mit ADMIN, USER und RUNTIME Menusets
31	20120202	fmLogAnalyser	0.9v3	MrW	Mit ADMIN, USER und RUNTIME Menusets
30	20120202	fmCheckMate	0.9v9	MrW	Mit ADMIN, USER und RUNTIME Menusets
29	20120118	fmWorkMate	0.9v1	MrW	Weiter Aufgeräumt und standardisiert. Tools = Developer Tools FMClipMate Log Analyser Text Tools Text Multiplier Text Series Utilities Shell Script
28	20120111	fmCheckMate	0.9v8	MrW	Changed key shortcut: ⌥⌘ X to search XML
27	20120111	fmCheckMate	0.9v7	MrW	Improvements: - improved recognition and conversion of the clipboard:, - Show ClipboardFormat, - don't overwrite XML with text, - improved and standardised navigation, - new search & replace functions: - Use Selection for Find - Use Selection for Replace - ALT + [F] Button -> swaps search and replace
26	20120110	fmWorkMate	0.9v0	MrW	Aufgeräumt und standardisiert. Tools = Developer Tools FMClipMate Log Analyser DB Analyser Text Tools Text Multiplier Text Series Text Vergleich Utilities Calculator Shell Script FindIt!
25	20120110	fmTextSeries	0.9v0	MrW	Aufgeräumt und standardisiert
24	20120110	fmTextMultiplier	0.9v1	MrW	With split Option for Name=Value - type replacements
23	20120110	fmTextMultiplier	0.9v0	MrW	Aufgeräumt und standardisiert
22	20120110	fmLogAnalyser	0.9v2	MrW	Aufgeräumt und standardisiert
21	20120110	fmDBAnalyser	0.9v0	MrW	Aufgeräumt und standardisiert
20	20120110	fmCheckMate	0.9v6	MrW	Performance issue: Replace all: performance improved using Substitute instead of Search & Replace Issue remains: The autoEnter indentation and highlighting remains a performance problem when making lots of changes
